Submission / Project,Round,Submission Title,Project,Category (from Project),Submission URL,Status,Tranche Completion %,Latest Tranche (from Payments),Total Awarded (USD),Total Paid (USD),Total Paid (XLM),Most Recent Payment Date,Award Type,One-Sentence-Description,Products & Services,Technical Architecture,Success Criteria,Website,Code,Video,Use Soroban?,Go-To-Market Plan,Traction Evidence,Tranche 1 - Deliverables,Tranche 2 - Testnet,Tranche 3 - Mainnet,Team Members,Thumbnail,LinkedIn (from Project),X (from Project),Discord (from Project),Pitch Deck (from Project)
Synced Geo-Bounties,SCF #10,Synced Geo-Bounties,Synced Geo-Bounties,Applications,https://communityfund.stellar.org/dashboard/submissions/reckgIzUF9nRueLhU,Awarded,,SCF Legacy Award,$50000.00,$50000.00,470189.0,7/12/2022,Legacy v3.0 Award,Crowdfunding geospatial dashboards through Stellar-powered bounties,"Crowdfunded geospatial dashboards, populated with data crowdsourced from Synced app users, who are rewarded with crypto bounties. People will be able to create dashboards and follow data for places they care about. They generate the data on the dashboard by issuing bounties to existing Synced app users (multiple bounties can be issued per dashboard). The bounty specifies what app users should mark. Qualifying marks are added to the dashboard, and the marker is paid a share of the bounty. We have a prototype running on the Stellar Testnet (https://synced.to/dev/dashboard), and here’s a prototype of a Synced dashboard using public third-party data (https://blog.synced.to/Complaints-Of-New-York).

Each bounty has an associated Stellar account, and anyone can contribute to the bounty by paying into the account. We’ll be using Stellar USDC for simplicity & clarity, rather than minting a new token. Contributors will also be able to pay in fiat, and it’ll be converted to USDC and added to the bounty. Bounty payouts will be in USDC. A related subtask is determining how much of the bounty should be paid to each marker. Our plan is to pay based on the supply and demand of markers in a geographic region.

What's new? The idea is the same but we’re now further along in our implementation. Some implementation details have now changed. For example, we’re switching from XLM bounties to Stellar USDC and using Circle’s APIs so users can fund bounties in crypto or fiat.",,,https://synced.to,,https://vimeo.com/717635080,,,,,,,Tejas Shah,,,,,
Vitreous,SCF #10,Vitreous,Vitreous,Applications,https://communityfund.stellar.org/dashboard/submissions/rec4Nwk1DCefv8BKu,Awarded,,SCF Legacy Award,$50000.00,$50000.00,470189.0,7/12/2022,Legacy v3.0 Award,Transparent fundraising platform,"In Slovakia, to limit corruption and unclear political funding schemes, banks provide transparent accounts (transparentneucty.sk) as it is required by the law for every political campaign to be funded through such an account. In order to prove that money is not being misused, people have started using the transparent accounts in different ways: Charity cases (e.g. poor families with disabled children receiving donations for basic necessities, churches in many villages and towns raising funds independently to help local homeless people, more recently specific accounts to help Ukrainians in various towns across Slovakia), Amateur sport clubs (e.g. people use transparent accounts to pay for sport facilities and shared equipment), Schools, Hospitals, Public activism (protests, ecology etc.).

Our goal is to research transparency, make transparent data easy to understand and introduce these solutions to Stellar. By extension of Stellar’s mission to bank the unbanked, we want to provide transparent accounts in countries supported by anchors, most of which are in emerging economies, and bring money where it’s needed, while building trust that the funds are spent effectively.

While the transparent account product is quite popular, we believe there are ways to improve it as some of the shared information is enigmatic without further explanation. The first step is to make transparent accounts available for everyone in the reach of Stellar anchors, and then we go even further by improving on what exists today.

More specifically, the current iteration of our vision includes providing discussion and other social network features in addition to basic bank account data such as balance and incoming/outgoing payments. Much like there are communities where research papers and other complex topics are discussed, Vitreous can build communities to discuss money.

What's new? Updated vision on what it means to be transparent. Updated the product roadmap. Created a UI design. Created hashbrownies.io as a deep dive into Stellar.",,,https://vitreous.co,,https://youtu.be/aqEo9s7pPH0,,,,,,,Matus Vojcik,,,,,
Skyhitz,SCF #10,Skyhitz II,Skyhitz,Applications,https://communityfund.stellar.org/dashboard/submissions/recgnjAu0uHmoQNGJ,Awarded,,SCF Legacy Award,$120000.00,$120000.00,1128455.0,7/12/2022,Legacy v3.0 Award,Music NFTs on Stellar,"Added full support for Stellar with Wallet Connect via Lobstr Wallet. Created an in-app Stellar wallet that is extremely easy to use for users that are new to crypto. They can buy XLM with credit or debit card in a simple two-step process using Stripe. They can withdraw to any Stellar wallet at any time. They can become premium subscribers by paying $7.99 per month. Added minting, buying, and selling music NFTs support. Added pricing to each music NFT that is currently on sale. Added links to Stellar expert for each NFT minted on our platform. Created welcome, sign-up, and log-in emails.",,,https://skyhitz.io,,https://www.youtube.com/watch?v=0P4mlOzkcYs,,,,,,,Alejo Mendoza,,,https://twitter.com/skyhitz,,
Smilepay Global,SCF #10,Smilepay,Smilepay Global,Applications,https://communityfund.stellar.org/dashboard/submissions/reccZhjIQWWzQ12PS,Awarded,,SCF Legacy Award,$50000.00,$50000.00,470189.0,7/12/2022,Legacy v3.0 Award,"Send money like a text, globally.","WHAT WE DO

Smilepay is a Peer-to-Peer mobile app and USSD that helps African diasporas send money, buy airtime, and pay utility bills for friends and family in Africa, in real-time and free of charge.

HOW IT WORKS

Both the sender abroad and recipient in Ethiopia download the Smilepay app (recipients in Ethiopia can also use Smilepay USSD). The sender connects their credit/debit card and tops up their Smilepay App. The sender sends money instantly and free of charge to the recipient using their phone number or Smile-tag. Recipients receive money in their local currency. Users receive money in local currency and can spend it in the app to pay bills or buy airtime or withdraw to their bank account remotely, which avoids cash pickups. The sender can also directly buy airtime and pay bills from abroad for friends and family in Ethiopia, allowing them more control over how money is spent.

*Through the Smilepay app, the sender can also send money directly to the recipient's bank account with a 1% transaction fee. It's not a must for the recipient to download the Smilepay app to receive payment, but they can benefit from free transaction fees when they use the app to receive money.

WHY?

High transaction fee by the incumbent: The average cost of sending money to Africa is 8.17%, making it the world’s most expensive remittance corridor. Recipients in Africa have to physically go to the remittance company branch to collect the cash that their family and friends sent them. It's time-consuming and an unnecessary hassle. Senders do not have control of how the money they send is used by the recipients. For example, money sent for utility bills is misused.

OUR UNIQUE ADVANTAGE

We use Blockchain technology to make cross-border money transactions free or extremely cheap. Diasporas will be able to send as small as 50 cents to Africa instantly, 24/7. Other than sending money, Smilepay will enable diasporas abroad to pay for utility bills and buy airtime for friends and family back home, and we are the first to do all of this in Ethiopia.

OUR TARGET CUSTOMERS

Diasporas living abroad that have family and friends in Africa. African youth that have family and friends abroad. Freelance workers that get paid from abroad.

CUSTOMER INDUSTRIES

Businesses that want to sell their services through the Smilepay app (Airlines, Utility companies, airtime distributors, sports betting, and more).

OUR MISSION

Offer free, instant, and frictionless movement of money domestically and across borders to Africa.

*We are starting by helping Ethiopian diasporas living in the USA to send money to Ethiopia.

HOW WE USE STELLAR

We are going to issue a stablecoin that is tethered to the USD and Ethiopian national currency Ethiopian “Birr” and maintain the equivalent fiat reserve with our partner bank. On ramp for senders: We are using “Stripe API” to enable users in the USA to top-up money to their Smilepay app using their credit/debit card. Off ramp for the recipient: We are using “Ethio Switch API” to enable users to withdraw money that they have received from the Smilepay app to any of their local bank accounts in Ethiopia.

WHY STELLAR?

We needed affordable, secure, and fast transactions. It allows our app to hold multiple currencies. It is simple and fast to integrate. Future innovation opportunities. It fits our future goal of introducing cryptocurrency purchase, storage, exchange, and more.",,,https://smilepay.app,,https://www.youtube.com/watch?v=OAeI5m3cTCI,,,,,,,"Muluken Bekele, Fikremariam Awoke, Nav",,https://www.linkedin.com/in/mulukenmengesha/,https://x.com/smilepay_global,,https://docs.google.com/presentation/d/1dxjBot__mfO0zWSS0CA9wNdI0kHpaDIyM6HQcJYFvmc/edit?usp=sharing
The Blue Marble,SCF #10,The Blue Marble,The Blue Marble,Applications,https://communityfund.stellar.org/dashboard/submissions/recWL9vRV4LDN339Q,Awarded,,SCF Legacy Award,$180000.00,$180000.00,1692683.0,7/12/2022,Legacy v3.0 Award,Revolutionising Impact Investment with NFTs,"We believe that NFT technology is nascent and there is a need to educate creators and protect buyers while we uncover the ways in which the technology can be used for safe, long-term investments. The Blue Marble allows organisations to launch NFT campaigns with ease and split sales revenues with social and environmental causes. The platform has been designed to attract audiences outside of the traditional crypto space through the development of easy-to-use interfaces for creators and credit and debit card purchase facilities for buyers.

Stellar is an ideal choice for the blockchain infrastructure, given the alignment of core values and the fact that the energy consumption by the Stellar network provides an important market differentiator against the incumbents such as Ethereum.

Services offered by The Blue Marble:

1. Curated NFT drops
- Identifying social enterprises, creators and buyers whose relationship can be leveraged for group success
- Providing consultancy to design financially robust NFT drops that wrap utility and value into the NFT asset
- Marketing these drops to buyers, sourcing new buyers as well as leveraging our growing community

2. Legal tooling
- Providing the legal constructs and advice to large-scale initiatives to allow NFT usage in large-scale problem solving such as community land protection
- Connecting customers to our legal partners who develop the legal contracts to purchase assets that can be traded via our NFTs

3. NFT communities
- Promoting the general development of our NFT communities and drops as seen in other NFT marketplaces
- Providing community curation to identify opportunities for our buyers

4. Education courses and onboarding
- Providing onboarding to the non-technical into the NFT crypto space and groups who could benefit from more knowledge of the crypto and NFT space
- Thought leadership and knowledge sharing around the ways in which NFTs can be used with long-term value in mind
- Free courses to upskill anyone who would like to learn how to develop their own NFT drops that can benefit their community and/or social/environmental campaigns they want to support.",,,https://thebluemarble.io,,https://youtu.be/3wu2ieegePQ,,,,,,,Steve Walker,,https://www.linkedin.com/company/5288550,https://twitter.com/thebluemarbleio,,
LINK IO,SCF #10,LINK,LINK IO,Applications,https://communityfund.stellar.org/dashboard/submissions/recWONcXU1LVBGZfQ,Awarded,,SCF Legacy Award,$50000.00,$50000.00,470189.0,7/12/2022,Legacy v3.0 Award,Cross border payments infrastructure for Africa,"LINK is a different kind of Nigerian Anchor, as an infrastructure first company we are focused on a unique streamlined range of services and features that have the backbone of Stellar network.

Launch and Grow

LINK for Global businesses: We allow businesses to accept payments and send payouts globally in one unified platform. Move digital money leveraging traditional payment rails and do business in a more global, scalable, and efficient way through hybrid infrastructure. LINK seamlessly connects these worlds.

- Get NGNC straight from the source. Send and receive naira digital currency on-chain. All through a single portal for payments.
- On & Off Ramp (SEP 24 implementation)
- Treasury & Custodial Dashboard
- Move NGNC from Stellar across multiple chains
- Non-Nigerian businesses and Nigerian businesses alike, small or big, defi-based or traditional-based, now have access not only to possibilities of defi but local infrastructures to get paid and to pay as well.
- We want to bridge Africa’s Internet of value. LINK is that bridge between the world, defi, and traditional rails built for global businesses.
- Platform: Web App - https://ngnc.online/

LINK P2P platform: Allows users to send, spend, and bank at the real exchange rate with transparent fees across borders.

- Send and receive money from Nigeria to over 50+ countries across the globe in record time at the exchange rate seen on Google with low transparent fees allowing us to be the cheapest solution across the continent (30-50% cheaper than all existing solutions).
- Create multi-currency accounts that can be loaded with local currencies at the real exchange rate.
- Create a USD Virtual debit card that can be loaded with local currencies at the real exchange rate.
- Compare our rates with other providers real-time.
- Receive money directly through your link tag, bank, or in-person.
- Powered by the speed, low-cost, and anchor interoperability provided on the Stellar network with our own stablecoin NGNC and other stablecoin providers on the Stellar network. As well as our built-in P2P infrastructure that works on the backend.
- The LINK P2P platform is the only platform that would be powering payments this way and it's because our vision aligns with what we found on the Stellar network.
- Platform: Web App - https://linkio.africa/ (Coming to IOS and Android)

NGNC: NGNC for Naira Coin is a multichain stablecoin pegged and redeemable 1:1 in value to the Nigerian Naira, built to power cross-border payments and the future of the internet of value for the next billion Africans.

- Currently, NGNC on- and off-ramps are only implemented on the Stellar Network compliantly with local regulations through Stellars’ SEP24.
- NGNC represents the only Naira stablecoin that carries the true value of the Nigerian Naira on the Decentralized Exchange as well as the only multi-chain Naira asset.
- NGNC currently exists on a stealth protocol on Solana and Polygon, coming to Stellar that would allow global forex interoperability and liquidity powered by LINK’s infrastructure as well. Coming to other exchanges soon.
- The aim is to build that global tradability of the Naira and equitable access to defi for Africans.
- Token link on Stellar: https://stellar.expert/explorer/public/asset/NGNC-GASBV6W7GGED66MXEVC7YZHTWWYMSVYEY35USF2HJZBLABLYIFQGXZY6-1
- Token website: https://linkio.africa/ngnc

WAVY (Vibrant for Nigeria): Wavy is a wallet app developed on Stellar by the team at LINK as one of the line of cross-border focused payments platforms. By employing Stellar, Wavy makes it possible for Nigerians (especially low-income and middle-class working individuals) experiencing inflation to purchase and hold USDC quickly, cheaply, and easily.

- For Businesses
- Wavy also works like MoonPay for Africa giving local businesses access to digital assets.
- A USDC wallet that can be loaded with NGNC at the real exchange rate leveraging Stellars’ DEX.
- A cheaper access to crypto and a yield feature using yUSDC and yXLM on Stellar.
- Link to platform: https://linkio.africa/wavy (Product design for this is completed, development and launch would happen in Q1 of 2023)

API’s: LINK would provide a suite of API’s for businesses and developers to incorporate our products and services across the ecosystem.

- Existing FinTechs and competitors can leverage the fx protocol API to provide better rates for customers.
- Launch could happen by Q3 this year in batches.",,,https://www.linkio.africa/,,https://www.youtube.com/watch?v=ZOO2wDt4Igg&list=PLOLarToiDpePYitg9c77K7vD0zKRjsFjL&index=1,,,,,,,Emmanuel Evarist,,,https://twitter.com/Link_IO,,
Sentit,SCF #10,Sentit,Sentit,Applications,https://communityfund.stellar.org/dashboard/submissions/rec54XD3QmAUoMA1r,Awarded,,SCF Legacy Award,$55000.00,$55000.00,517208.0,7/12/2022,Legacy v3.0 Award,A multi-currency non-custodial Blockchain Wallet with the main Focus on Cross-Border payment.,"Cross Border Payments

Sentit is built for both Cross-Border and Local payments, this is shown in our various types of payment processes targeted at simplifying Blockchain for payments. On Sentit, users can send payment to an email address (new and existing users), public key, and federated address. Users can send the same asset or cross-asset to any of the available payment methods. Below is a short explanation of these features:

1. Email Payments: One of the ways we simplified cross-border payments is through email payments. Sending money across borders should be as effortless as sending an email. Sentit allows users to send payment just by knowing the recipient's email; no public key is required. Just ask for the recipient's email and users can send funds/crypto assets to their email directly regardless if the recipient is registered on Sentit or not. This takes away the issues of users sending payments to the wrong persons and it is way more user-friendly.

2. Public and Federated Address Payment: For experienced users, Sentit is also for you. On Sentit, users can send federated and public key payments too, and all the above-mentioned features are also available for sending payments. This makes Sentit not just a wallet for newbies with no or little blockchain experience but a dynamic wallet that can bend to fit everyone’s purpose regardless of their level of experience with blockchain technology.

3. Currency Swaps: For both experienced and new users, Sentit provides functionality to be able to swap between currencies, crypto assets, tokens, and NFTs at an extremely low fee and fast settlement time. With the recent devaluation of currencies and inflation in most countries, swapping between currencies has been a way to hedge against inflation and currency devaluation, and Sentit is the right tool for this.

Bill Payments

Online bill payments have become an essential part of everyone’s lifestyle these days. MTN Nigeria's 2020 financial report shows how bill payment is becoming extremely important not just for Nigeria alone but all over Africa and the world by extension. The group made N332.4 billion in data-related revenue alone with a 51.2% growth in 2020. Sentit allows any user to pay all sorts of bills like airtime, data, TV, internet, religion, educational subscriptions, cable TV subscriptions, and many more using any of their trusted token/crypto assets. This provides users with a wallet that supports their everyday bill payments alongside their crypto assets, giving users the flexibility to pay their everyday bills with just a few clicks. We believe bill payments will play an important role in blockchain adoption for cross-border payments and Sentit is at the forefront of this.

On and Off-Ramp of NGN (upcoming)

On and off-ramp of fiat is a must-have functionality of any cross-border payment platform and with Stellar Standardized Sep006 and Sep024, we provide users with the functionality to directly make deposits and withdrawals of fiat (real-world fiat), tokens, and assets (from other chains like Ethereum, Bitcoin, etc.) directly from the Sentit Wallet. We currently support BTC, ETH, and other ERC20 for Sep006 withdrawal and deposit.

For fiat deposits and withdrawals, Sentit currently supports Sep24. Any assets (fiat) that conform with this Sep Standard, users would be able to deposit and withdraw them to their banks directly from Sentit. We will continue to partner and integrate with more anchors on the Stellar network to provide users with that seamless experience that matters.",,,https://sentit.io,,https://youtu.be/VizpMHxp0TU,,,,,,,Afolabi,,,,,
Mythforge,SCF #10,MythForge,Mythforge,Applications,https://communityfund.stellar.org/dashboard/submissions/rece5621BPO0nMFIe,Awarded,,SCF Legacy Award,$20000.00,$20000.00,188075.0,7/12/2022,Legacy v3.0 Award,Join the World. Build your Legend.,NFT Gaming with P2E elements via Smart Contracts,,,https://www.youtube.com/watch?v=EIS1PxdTrNY,,https://www.youtube.com/watch?v=EIS1PxdTrNY,,,,,,,"Peter, Peter ",,,,,
Source of Tales,SCF #10,Source of Tales,Source of Tales,Applications,https://communityfund.stellar.org/dashboard/submissions/recMAwrPuhoeSNk05,Awarded,,SCF Legacy Award,$7500.00,$7500.00,70528.0,7/12/2022,Legacy v3.0 Award,Own your virtual self in a friendly retro world.,"We’re building a 2D MMO Action-RPG which will use the Stellar Network for authentication and gives the player ownership of their character and in-game possessions. Based on this ownership, the character will be able to move between various trusted servers and the player can trade their in-game assets independently of the game. With the main database living on the Stellar network instead of at a private server, we also provide a layer of protection against data loss. Overall, our goal is to develop a fun and accessible game and demonstrate how Stellar can help with player authentication, data ownership and trading value. We've previously worked on https://www.themanaworld.org and http://www.sourceoftales.org, and envision this project as a continuation of Source of Tales, adapted to take advantage of the Stellar network.",,,https://www.sourceoftales.org/stellar,,https://youtu.be/-AuB3Hbadys,,,,,,,Thorbjørn Lindeijer,,,,,
Beans app,SCF #10,Beans app,Beans app,Applications,https://communityfund.stellar.org/dashboard/submissions/reclezdtsxQM16L25,Awarded,,SCF Legacy Award,$220000.00,$220000.00,2068835.0,7/13/2022,Legacy v3.0 Award,"Beans is a super simple, free payments app with healthy yield on your savings.","Beans is a non-custodial payments and savings app built on Stellar. Most blockchain-based apps have targeted the crypto community. We have taken a different approach and will target the general public. Inside the app, all blockchain-related things have been abstracted away, offering a bank experience using blockchain technology! We are aiming to be the first app to get significant traction on blockchain payments! Next to that, we want to offer regular people a way to access crypto yield by making the process super easy.

The beans app (iOS & Android) offers: Free (international) payments, savings accounts with healthy yields, and an amazing user experience that anyone can understand.

The problem with crypto payments: For a majority of people, the world of cryptocurrencies and blockchain technologies is extremely complex and very hard to understand. News media cover stories of heavily fluctuating cryptocurrencies, feeding the uncertainty that people have about cryptocurrencies in general and their underlying blockchain technology. While struggling to learn what it is all about, the uncertainty leads to not adopting a technology that could be very beneficial to a large group of people and potentially change their lives.

Because of this, we want to enable people to start using the great functionalities that these technologies have to offer without having to bother them with complexity. Words like wallet, assets, lumens, and stablecoins do not contribute to a flawless user journey; they only cause uncertainty and scare people away. In fact, why should they even know that they are interacting with blockchain technology, unless they choose to delve into it? People are comfortable using their traditional banking apps without knowing the driving technologies behind them. Why should they bother about it this time?

Our focus has been to build an app that feels like a regular banking app but uses blockchain behind the scenes. To do this, we have chosen to let users pick a preferred currency. This currency will be used to send, request, and receive payments. All payments between users, no matter the currency, will auto-convert. No need to think about currencies or trustlines ever again. Payments are free; we will even sponsor the network fees through feebumps. This is how it works.

Creating an account: When setting up an account, users choose their preferred currency. A spendable balance in this currency is created. In the back-end, they will hold anchored stablecoins on Stellar. By using a fixed currency, we can create a very user-friendly, bank-like experience. We know which user prefers what currency and can use this knowledge in deposits, payments, and payment requests. Users will never have to think about trust lines or choose what asset to send. It will all be seamless. Beans, at the start, will choose one anchor per currency, so that users do not have to deal with this complexity either.

Sending money: When a user initiates a payment, the app will find the preferred currency of the receiver and show the right conversion window. When the user fills in the amount they want to send, in their currency, they will automatically see how much their friend will receive in their preferred currency. When two users have the same preferred currency, no conversion window is shown. In the back-end, a Stellar path payment will be used to convert the funds. Beans uses fee bump and sponsored reserves to offer a bank-like experience without charging fees. This implementation gives users the experience of a general banking app, with the advantage of near-instant, feeless, cross-border transactions. This means that if Ben sends 12 USD to John, John will actually receive 12 USD. No fees, not even network fees are deducted, giving Ben a great user experience. At the same time, Claire can send 15 USD to Mike, who prefers Peso. The app will automatically show that Mike will receive 3,000 Peso.

Requesting money: Users can request a payment via a link, QR code, or other native sharing functionalities of their smartphone. If a user requests money from a user with a different preferred currency, the app will automatically fill in the conversion window so that the paying user can see an estimation of how much the payment will cost them in their preferred currency. All they have to do is accept the conversion and the payment will be done in seconds.

Opening a savings account: Users can set up a savings account in, for example, USD, ARS, and EUR and earn up to 9% yield. More advanced users can also choose to save and earn in cryptocurrencies like BTC, ETH, or XLM. Conversions in and out of savings accounts will have zero fees, not even network fees. Like we said before, we will sponsor the network fees through feebumps. This way, a user in Argentina can have an ARS account for payments while saving and earning interest in USD. As a result, the user will not only earn interest but also escape inflation. Someone else can choose to pay with USD while saving in XLM, or any other combination. Users can also choose to earn and save in multiple currencies.",,,https://beansapp.com,,https://youtu.be/fsp0L-jiZbQ,,,,,,,"Jop Middelkamp, Wouter Arkink",,,https://twitter.com/BeansApp,https://beansapp.medium.com/,
